episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
337,0.71390883990272,14,21.742603550295858,4.0,11.772189349112425,8023
338,0.7131952878982822,12,21.71386430678466,2.0,11.743362831858407,8037
339,0.7124824490891918,43,21.776470588235295,33.0,11.805882352941177,8082
340,0.7117703227626097,36,21.818181818181817,26.0,11.8475073313783,8120
341,0.7110589082064097,35,21.85672514619883,25.0,11.885964912280702,8157
342,0.7103482047091773,23,21.8600583090379,13.0,11.889212827988338,8182
343,0.7096382115602087,14,21.837209302325583,4.0,11.866279069767442,8198
344,0.7089289280495107,81,22.008695652173913,71.0,12.03768115942029,8281
345,0.7082203534678,32,22.03757225433526,22.0,12.066473988439306,8315
346,0.7075124871065017,9,22.0,-1.0,12.028818443804035,8326
347,0.7068053282577494,19,21.99137931034483,9.0,12.020114942528735,8347
348,0.7060988762143844,41,22.045845272206304,31.0,12.074498567335244,8390
349,0.7053931302699543,14,22.02285714285714,4.0,12.051428571428572,8406
350,0.7046880897187134,23,22.025641025641026,13.0,12.054131054131053,8431
351,0.7039837538556208,18,22.014204545454547,8.0,12.042613636363637,8451
352,0.7032801219763409,22,22.01416430594901,12.0,12.042492917847026,8475
353,0.7025771933772416,18,22.002824858757062,8.0,12.031073446327683,8495
354,0.701874967355394,13,21.977464788732394,3.0,12.005633802816902,8510
355,0.7011734432085724,18,21.96629213483146,8.0,11.99438202247191,8530
356,0.7004726202352524,31,21.991596638655462,21.0,12.019607843137255,8563
357,0.699772497734611,20,21.98603351955307,10.0,12.013966480446927,8585
358,0.6990730750065257,21,21.983286908077993,11.0,12.011142061281337,8608
359,0.6983743513515736,45,22.04722222222222,35.0,12.075,8655
360,0.697676326071031,29,22.066481994459835,19.0,12.094182825484765,8686
361,0.6969789984668727,22,22.066298342541437,12.0,12.0939226519337,8710
362,0.696282367841771,20,22.060606060606062,10.0,12.088154269972451,8732
363,0.6955864334990951,32,22.087912087912088,22.0,12.115384615384615,8766
364,0.6948911947429106,16,22.07123287671233,6.0,12.098630136986301,8784
365,0.6941966508779789,11,22.040983606557376,1.0,12.068306010928962,8797
366,0.6935028012097558,30,22.06267029972752,20.0,12.08991825613079,8829
367,0.6928096450443917,24,22.067934782608695,14.0,12.095108695652174,8855
368,0.6921171816887304,18,22.056910569105693,8.0,12.084010840108402,8875
369,0.6914254104503085,9,22.021621621621623,-1.0,12.04864864864865,8886
370,0.6907343306373547,16,22.005390835579515,6.0,12.032345013477089,8904
371,0.690043941558789,8,21.967741935483872,-2.0,11.994623655913978,8914
372,0.6893542425242224,26,21.978552278820377,16.0,12.005361930294907,8942
373,0.6886652328439558,17,21.96524064171123,7.0,11.991978609625669,8961
374,0.6879769118289795,10,21.933333333333334,0.0,11.96,8973
375,0.6872892787909722,33,21.96276595744681,23.0,11.98936170212766,9008
376,0.686602333042301,13,21.93899204244032,3.0,11.96551724137931,9023
377,0.6859160738960202,21,21.936507936507937,11.0,11.962962962962964,9046
378,0.6852305006658703,24,21.941952506596305,14.0,11.968337730870713,9072
379,0.6845456126662782,45,22.00263157894737,35.0,12.028947368421052,9119
380,0.6838614092123558,36,22.03937007874016,26.0,12.065616797900262,9157
